,serial_number,manufacturer,model,dt,smart_5_normalized,smart_187_normalized,smart_188_normalized,smart_197_normalized,smart_198_normalized,smart_9_normalized,smart_193_normalized,smart_194_normalized,smart_241_normalized,smart_242_normalized,faulty
1515,disk_24760,A,1,20170712,100.0,100.0,100.0,100.0,100.0,69.0,100.0,30.0,0.0,0.0,1
1516,disk_24760,A,1,20170710,100.0,100.0,100.0,100.0,100.0,69.0,100.0,30.0,0.0,0.0,1
1517,disk_24760,A,1,20170709,100.0,100.0,100.0,100.0,100.0,69.0,100.0,30.0,0.0,0.0,1
1899,disk_71265,A,1,20170723,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1900,disk_71265,A,1,20170716,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1901,disk_71265,A,1,20170710,100.0,100.0,100.0,100.0,100.0,82.0,100.0,30.0,0.0,0.0,1
1902,disk_71265,A,1,20170714,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1903,disk_71265,A,1,20170718,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1904,disk_71265,A,1,20170717,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1905,disk_71265,A,1,20170709,100.0,100.0,100.0,100.0,100.0,82.0,100.0,30.0,0.0,0.0,1
1906,disk_71265,A,1,20170724,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1907,disk_71265,A,1,20170722,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1908,disk_71265,A,1,20170713,100.0,100.0,100.0,100.0,100.0,82.0,100.0,29.0,0.0,0.0,1
1909,disk_71265,A,1,20170721,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1910,disk_71265,A,1,20170719,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1911,disk_71265,A,1,20170726,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1912,disk_71265,A,1,20170725,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1913,disk_71265,A,1,20170720,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1914,disk_71265,A,1,20170727,100.0,100.0,100.0,100.0,100.0,82.0,100.0,31.0,0.0,0.0,1
1915,disk_71265,A,1,20170711,100.0,100.0,100.0,100.0,100.0,82.0,100.0,30.0,0.0,0.0,1
1916,disk_71265,A,1,20170712,100.0,100.0,100.0,100.0,100.0,82.0,100.0,29.0,0.0,0.0,1
1965,disk_148265,A,1,20170719,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
1966,disk_148265,A,1,20170718,100.0,100.0,100.0,100.0,100.0,84.0,100.0,31.0,0.0,0.0,1
1967,disk_148265,A,1,20170710,100.0,100.0,100.0,100.0,100.0,85.0,100.0,29.0,0.0,0.0,1
1968,disk_148265,A,1,20170709,100.0,100.0,100.0,100.0,100.0,85.0,100.0,29.0,0.0,0.0,1
1969,disk_148265,A,1,20170712,100.0,100.0,100.0,100.0,100.0,85.0,100.0,30.0,0.0,0.0,1
1970,disk_148265,A,1,20170720,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
1971,disk_148265,A,1,20170711,100.0,100.0,100.0,100.0,100.0,85.0,100.0,29.0,0.0,0.0,1
1972,disk_148265,A,1,20170714,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
1973,disk_148265,A,1,20170716,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
1974,disk_148265,A,1,20170713,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
1975,disk_148265,A,1,20170717,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
1976,disk_148265,A,1,20170715,100.0,100.0,100.0,100.0,100.0,84.0,100.0,30.0,0.0,0.0,1
2012,disk_104879,A,1,20170711,100.0,100.0,100.0,100.0,100.0,79.0,100.0,28.0,0.0,0.0,1
2013,disk_104879,A,1,20170715,100.0,100.0,100.0,100.0,100.0,79.0,100.0,27.0,0.0,0.0,1
2014,disk_104879,A,1,20170710,100.0,100.0,100.0,100.0,100.0,79.0,100.0,28.0,0.0,0.0,1
2015,disk_104879,A,1,20170713,100.0,100.0,100.0,100.0,100.0,79.0,100.0,28.0,0.0,0.0,1
2016,disk_104879,A,1,20170714,100.0,100.0,100.0,100.0,100.0,79.0,100.0,28.0,0.0,0.0,1
2017,disk_104879,A,1,20170712,100.0,100.0,100.0,100.0,100.0,79.0,100.0,28.0,0.0,0.0,1
2018,disk_104879,A,1,20170709,100.0,100.0,100.0,100.0,100.0,79.0,100.0,28.0,0.0,0.0,1
2034,disk_142751,A,1,20170714,6.0,60.0,100.0,96.0,96.0,81.0,100.0,29.0,0.0,0.0,1
2035,disk_142751,A,1,20170711,30.0,74.0,100.0,97.0,97.0,81.0,100.0,29.0,0.0,0.0,1
2036,disk_142751,A,1,20170710,33.0,74.0,100.0,98.0,98.0,81.0,100.0,29.0,0.0,0.0,1
2037,disk_142751,A,1,20170709,36.0,74.0,100.0,98.0,98.0,81.0,100.0,29.0,0.0,0.0,1
2038,disk_142751,A,1,20170716,5.0,53.0,100.0,96.0,96.0,80.0,100.0,28.0,0.0,0.0,1
2039,disk_142751,A,1,20170715,5.0,59.0,100.0,96.0,96.0,80.0,100.0,28.0,0.0,0.0,1
2040,disk_142751,A,1,20170717,5.0,24.0,100.0,96.0,96.0,80.0,100.0,28.0,0.0,0.0,1
2041,disk_142751,A,1,20170713,12.0,61.0,99.0,96.0,96.0,81.0,100.0,30.0,0.0,0.0,1
2042,disk_142751,A,1,20170712,26.0,73.0,100.0,97.0,97.0,81.0,100.0,29.0,0.0,0.0,1
2065,disk_64274,A,1,20170709,100.0,100.0,100.0,100.0,100.0,80.0,100.0,32.0,0.0,0.0,1
2066,disk_64274,A,1,20170711,100.0,80.0,100.0,100.0,100.0,79.0,100.0,32.0,0.0,0.0,1
2067,disk_64274,A,1,20170710,100.0,100.0,100.0,100.0,100.0,79.0,100.0,32.0,0.0,0.0,1
2068,disk_89624,A,1,20170713,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2069,disk_89624,A,1,20170716,100.0,97.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2070,disk_89624,A,1,20170710,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2071,disk_89624,A,1,20170709,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2072,disk_89624,A,1,20170715,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2073,disk_89624,A,1,20170714,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2074,disk_89624,A,1,20170712,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2075,disk_89624,A,1,20170711,100.0,100.0,100.0,100.0,100.0,92.0,100.0,28.0,0.0,0.0,1
2115,disk_146958,A,1,20170711,100.0,100.0,100.0,94.0,94.0,80.0,100.0,24.0,0.0,0.0,1
2116,disk_146958,A,1,20170713,100.0,100.0,75.0,93.0,93.0,80.0,100.0,20.0,0.0,0.0,1
2117,disk_146958,A,1,20170710,100.0,100.0,100.0,94.0,94.0,81.0,100.0,24.0,0.0,0.0,1
2118,disk_146958,A,1,20170712,100.0,100.0,100.0,94.0,94.0,80.0,100.0,25.0,0.0,0.0,1
2119,disk_146958,A,1,20170709,100.0,100.0,100.0,94.0,94.0,81.0,100.0,24.0,0.0,0.0,1
2141,disk_52868,A,1,20170729,100.0,100.0,100.0,100.0,100.0,72.0,100.0,33.0,0.0,0.0,1
2142,disk_52868,A,1,20170712,100.0,100.0,100.0,100.0,100.0,72.0,100.0,32.0,0.0,0.0,1
2143,disk_52868,A,1,20170730,100.0,96.0,100.0,100.0,100.0,72.0,100.0,33.0,0.0,0.0,1
2144,disk_52868,A,1,20170728,100.0,100.0,100.0,100.0,100.0,72.0,100.0,33.0,0.0,0.0,1
2145,disk_52868,A,1,20170710,100.0,100.0,100.0,100.0,100.0,73.0,100.0,33.0,0.0,0.0,1
2146,disk_52868,A,1,20170709,100.0,100.0,100.0,100.0,100.0,73.0,100.0,33.0,0.0,0.0,1
2147,disk_52868,A,1,20170711,100.0,100.0,100.0,100.0,100.0,73.0,100.0,33.0,0.0,0.0,1
2184,disk_13117,A,1,20170711,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2185,disk_13117,A,1,20170710,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2186,disk_13117,A,1,20170709,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2187,disk_13117,A,1,20170712,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2188,disk_13117,A,1,20170714,100.0,98.0,100.0,100.0,100.0,88.0,100.0,27.0,0.0,0.0,1
2189,disk_13117,A,1,20170713,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2253,disk_67010,A,1,20170728,98.0,98.0,100.0,100.0,100.0,81.0,100.0,31.0,0.0,0.0,1
2254,disk_67010,A,1,20170729,98.0,98.0,100.0,100.0,100.0,81.0,100.0,32.0,0.0,0.0,1
2255,disk_67010,A,1,20170719,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2256,disk_67010,A,1,20170718,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2257,disk_67010,A,1,20170721,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2258,disk_67010,A,1,20170710,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2259,disk_67010,A,1,20170730,98.0,97.0,100.0,100.0,100.0,81.0,100.0,32.0,0.0,0.0,1
2260,disk_67010,A,1,20170716,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2261,disk_67010,A,1,20170717,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2262,disk_67010,A,1,20170720,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2263,disk_67010,A,1,20170725,98.0,98.0,100.0,100.0,100.0,81.0,100.0,29.0,0.0,0.0,1
2264,disk_67010,A,1,20170726,98.0,98.0,100.0,100.0,100.0,81.0,100.0,29.0,0.0,0.0,1
2265,disk_67010,A,1,20170709,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2266,disk_67010,A,1,20170711,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2267,disk_67010,A,1,20170727,98.0,98.0,100.0,100.0,100.0,81.0,100.0,29.0,0.0,0.0,1
2268,disk_67010,A,1,20170713,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2269,disk_67010,A,1,20170715,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2270,disk_67010,A,1,20170722,98.0,98.0,100.0,100.0,100.0,81.0,100.0,29.0,0.0,0.0,1
2271,disk_67010,A,1,20170724,98.0,98.0,100.0,100.0,100.0,81.0,100.0,29.0,0.0,0.0,1
2272,disk_67010,A,1,20170723,98.0,98.0,100.0,100.0,100.0,81.0,100.0,28.0,0.0,0.0,1
2273,disk_67010,A,1,20170712,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2274,disk_67010,A,1,20170714,98.0,98.0,100.0,100.0,100.0,81.0,100.0,27.0,0.0,0.0,1
2286,disk_73921,A,1,20170711,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2287,disk_73921,A,1,20170712,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2288,disk_73921,A,1,20170710,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2289,disk_73921,A,1,20170716,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2290,disk_73921,A,1,20170719,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2291,disk_73921,A,1,20170713,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2292,disk_73921,A,1,20170709,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2293,disk_73921,A,1,20170717,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2294,disk_73921,A,1,20170721,100.0,100.0,100.0,100.0,100.0,87.0,100.0,27.0,0.0,0.0,1
2295,disk_73921,A,1,20170715,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2296,disk_73921,A,1,20170718,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2297,disk_73921,A,1,20170720,100.0,100.0,100.0,100.0,100.0,87.0,100.0,27.0,0.0,0.0,1
2298,disk_73921,A,1,20170714,100.0,100.0,100.0,100.0,100.0,87.0,100.0,26.0,0.0,0.0,1
2319,disk_142501,A,1,20170714,43.0,82.0,100.0,100.0,100.0,80.0,100.0,30.0,0.0,0.0,1
2320,disk_142501,A,1,20170709,44.0,100.0,100.0,100.0,100.0,80.0,100.0,30.0,0.0,0.0,1
2321,disk_142501,A,1,20170712,43.0,100.0,100.0,100.0,100.0,80.0,100.0,30.0,0.0,0.0,1
2322,disk_142501,A,1,20170711,43.0,100.0,100.0,100.0,100.0,80.0,100.0,30.0,0.0,0.0,1
2323,disk_142501,A,1,20170713,43.0,100.0,100.0,100.0,100.0,80.0,100.0,30.0,0.0,0.0,1
2324,disk_142501,A,1,20170710,44.0,100.0,100.0,100.0,100.0,80.0,100.0,30.0,0.0,0.0,1
2412,disk_76797,A,1,20170712,100.0,100.0,100.0,100.0,100.0,88.0,100.0,29.0,0.0,0.0,1
2413,disk_76797,A,1,20170713,100.0,100.0,100.0,100.0,100.0,88.0,100.0,27.0,0.0,0.0,1
2414,disk_76797,A,1,20170710,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2415,disk_76797,A,1,20170709,100.0,100.0,100.0,100.0,100.0,89.0,100.0,28.0,0.0,0.0,1
2416,disk_76797,A,1,20170711,100.0,100.0,100.0,100.0,100.0,88.0,100.0,28.0,0.0,0.0,1
2565,disk_49001,A,2,20170709,100.0,100.0,100.0,100.0,100.0,89.0,96.0,24.0,100.0,100.0,1
2566,disk_49001,A,2,20170713,100.0,100.0,100.0,100.0,100.0,89.0,96.0,25.0,100.0,100.0,1
2567,disk_49001,A,2,20170712,100.0,100.0,100.0,100.0,100.0,89.0,96.0,24.0,100.0,100.0,1
2568,disk_49001,A,2,20170729,100.0,100.0,100.0,100.0,100.0,88.0,96.0,24.0,100.0,100.0,1
2569,disk_49001,A,2,20170711,100.0,100.0,100.0,100.0,100.0,89.0,96.0,25.0,100.0,100.0,1
2570,disk_49001,A,2,20170730,100.0,94.0,100.0,100.0,100.0,88.0,96.0,24.0,100.0,100.0,1
2571,disk_49001,A,2,20170721,100.0,100.0,100.0,100.0,100.0,89.0,96.0,24.0,100.0,100.0,1
2572,disk_49001,A,2,20170719,100.0,100.0,100.0,100.0,100.0,89.0,96.0,24.0,100.0,100.0,1
2573,disk_49001,A,2,20170710,100.0,100.0,100.0,100.0,100.0,89.0,96.0,25.0,100.0,100.0,1
2574,disk_49001,A,2,20170718,100.0,100.0,100.0,100.0,100.0,89.0,96.0,24.0,100.0,100.0,1
2775,disk_119023,A,2,20170714,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2776,disk_119023,A,2,20170712,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2777,disk_119023,A,2,20170719,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2778,disk_119023,A,2,20170715,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2779,disk_119023,A,2,20170721,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2780,disk_119023,A,2,20170713,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2781,disk_119023,A,2,20170709,100.0,99.0,100.0,100.0,100.0,88.0,100.0,31.0,100.0,100.0,1
2782,disk_119023,A,2,20170717,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2783,disk_119023,A,2,20170722,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2784,disk_119023,A,2,20170725,100.0,91.0,100.0,100.0,100.0,87.0,100.0,28.0,100.0,100.0,1
2785,disk_119023,A,2,20170716,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2786,disk_119023,A,2,20170720,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2787,disk_119023,A,2,20170710,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2788,disk_119023,A,2,20170711,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2789,disk_119023,A,2,20170718,100.0,99.0,100.0,100.0,100.0,87.0,100.0,31.0,100.0,100.0,1
2824,disk_121839,A,2,20170713,100.0,100.0,100.0,100.0,100.0,92.0,100.0,30.0,100.0,100.0,1
2825,disk_121839,A,2,20170714,100.0,100.0,100.0,100.0,100.0,92.0,100.0,31.0,100.0,100.0,1
2826,disk_121839,A,2,20170715,100.0,100.0,100.0,100.0,100.0,92.0,100.0,31.0,100.0,100.0,1
2827,disk_121839,A,2,20170730,100.0,100.0,100.0,100.0,100.0,91.0,100.0,30.0,100.0,100.0,1
2828,disk_121839,A,2,20170718,100.0,100.0,100.0,100.0,100.0,92.0,100.0,30.0,100.0,100.0,1
2829,disk_121839,A,2,20170719,100.0,100.0,100.0,100.0,100.0,91.0,100.0,31.0,100.0,100.0,1
2830,disk_121839,A,2,20170731,100.0,100.0,100.0,100.0,100.0,91.0,100.0,30.0,100.0,100.0,1
2831,disk_121839,A,2,20170721,100.0,100.0,100.0,100.0,100.0,91.0,100.0,31.0,100.0,100.0,1
2832,disk_121839,A,2,20170724,100.0,100.0,100.0,100.0,100.0,91.0,100.0,30.0,100.0,100.0,1
2833,disk_121839,A,2,20170729,100.0,100.0,100.0,100.0,100.0,91.0,100.0,30.0,100.0,100.0,1
2834,disk_121839,A,2,20170722,100.0,100.0,100.0,100.0,100.0,91.0,100.0,31.0,100.0,100.0,1
2835,disk_121839,A,2,20170709,100.0,100.0,100.0,100.0,100.0,92.0,100.0,34.0,100.0,100.0,1
2836,disk_121839,A,2,20170717,100.0,100.0,100.0,100.0,100.0,92.0,100.0,30.0,100.0,100.0,1
2837,disk_121839,A,2,20170720,100.0,100.0,100.0,100.0,100.0,91.0,100.0,31.0,100.0,100.0,1
2838,disk_121839,A,2,20170712,100.0,100.0,100.0,100.0,100.0,92.0,100.0,30.0,100.0,100.0,1
2839,disk_121839,A,2,20170716,100.0,100.0,100.0,100.0,100.0,92.0,100.0,31.0,100.0,100.0,1
2840,disk_121839,A,2,20170710,100.0,100.0,100.0,100.0,100.0,92.0,100.0,34.0,100.0,100.0,1
2841,disk_121839,A,2,20170711,100.0,100.0,100.0,100.0,100.0,92.0,100.0,34.0,100.0,100.0,1
2860,disk_60889,A,2,20170720,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31.0,100.0,100.0,1
2861,disk_60889,A,2,20170716,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.0,100.0,100.0,1
2862,disk_60889,A,2,20170715,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36.0,100.0,100.0,1
2902,disk_60379,A,1,20170710,100.0,100.0,100.0,100.0,100.0,78.0,100.0,29.0,0.0,0.0,1
2903,disk_60379,A,1,20170709,100.0,100.0,100.0,100.0,100.0,78.0,100.0,29.0,0.0,0.0,1
2923,disk_45839,A,1,20170711,100.0,100.0,100.0,100.0,100.0,69.0,100.0,34.0,0.0,0.0,1
2924,disk_45839,A,1,20170710,100.0,100.0,100.0,100.0,100.0,69.0,100.0,33.0,0.0,0.0,1
2925,disk_45839,A,1,20170709,100.0,100.0,100.0,100.0,100.0,69.0,100.0,33.0,0.0,0.0,1
2943,disk_45789,A,2,20170709,100.0,100.0,100.0,100.0,100.0,86.0,100.0,25.0,100.0,100.0,1
2944,disk_45789,A,2,20170724,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2945,disk_45789,A,2,20170715,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2946,disk_45789,A,2,20170725,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2947,disk_45789,A,2,20170727,100.0,100.0,100.0,100.0,100.0,86.0,100.0,27.0,100.0,100.0,1
2948,disk_45789,A,2,20170721,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2949,disk_45789,A,2,20170726,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2950,disk_45789,A,2,20170716,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2951,disk_45789,A,2,20170723,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2952,disk_45789,A,2,20170719,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2953,disk_45789,A,2,20170713,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2954,disk_45789,A,2,20170717,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2955,disk_45789,A,2,20170728,100.0,100.0,100.0,100.0,100.0,86.0,100.0,27.0,100.0,100.0,1
2956,disk_45789,A,2,20170718,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2957,disk_45789,A,2,20170722,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2958,disk_45789,A,2,20170711,100.0,100.0,100.0,100.0,100.0,86.0,100.0,25.0,100.0,100.0,1
2959,disk_45789,A,2,20170714,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
2960,disk_45789,A,2,20170710,100.0,100.0,100.0,100.0,100.0,86.0,100.0,25.0,100.0,100.0,1
2961,disk_45789,A,2,20170720,100.0,100.0,100.0,100.0,100.0,86.0,100.0,26.0,100.0,100.0,1
3069,disk_118621,A,2,20170711,100.0,100.0,100.0,100.0,100.0,89.0,100.0,29.0,100.0,100.0,1
3070,disk_118621,A,2,20170709,100.0,100.0,100.0,100.0,100.0,89.0,100.0,29.0,100.0,100.0,1
3071,disk_118621,A,2,20170718,100.0,99.0,100.0,100.0,100.0,89.0,100.0,29.0,100.0,100.0,1
3072,disk_118621,A,2,20170714,100.0,100.0,100.0,100.0,100.0,89.0,100.0,30.0,100.0,100.0,1
3073,disk_118621,A,2,20170712,100.0,100.0,100.0,100.0,100.0,89.0,100.0,29.0,100.0,100.0,1
3074,disk_118621,A,2,20170717,100.0,100.0,100.0,100.0,100.0,89.0,100.0,29.0,100.0,100.0,1
3075,disk_118621,A,2,20170716,100.0,100.0,100.0,100.0,100.0,89.0,100.0,30.0,100.0,100.0,1
3076,disk_118621,A,2,20170715,100.0,100.0,100.0,100.0,100.0,89.0,100.0,30.0,100.0,100.0,1
3077,disk_118621,A,2,20170713,100.0,100.0,100.0,100.0,100.0,89.0,100.0,30.0,100.0,100.0,1
3078,disk_118621,A,2,20170710,100.0,100.0,100.0,100.0,100.0,89.0,100.0,29.0,100.0,100.0,1
