,serial_number,manufacturer,model,smart_5_normalized,smart_9_normalized,smart_187_normalized,smart_188_normalized,smart_193_normalized,smart_194_normalized,smart_197_normalized,smart_198_normalized,smart_241_normalized,smart_242_normalized,dt,faulty
202,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170721,1
203,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170716,1
204,disk_70571,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170727,0
205,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170716,1
206,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170716,1
207,disk_70173,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,0
208,disk_118621,A,2,100.0,89.0,99.0,100.0,100.0,29.0,100.0,100.0,100.0,100.0,20170718,1
209,disk_69646,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170709,0
210,disk_70709,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170710,0
211,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170713,1
212,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170718,1
213,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170720,1
214,disk_69921,A,1,100.0,90.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170721,0
215,disk_136557,A,1,100.0,78.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170718,1
216,disk_69522,A,1,100.0,82.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170709,0
217,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170720,1
218,disk_70862,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170714,0
219,disk_70497,A,1,100.0,81.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170722,0
220,disk_7054,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170718,0
221,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170721,1
222,disk_70253,A,1,100.0,80.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170722,0
223,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170712,1
224,disk_7026,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170715,0
225,disk_70748,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170725,0
226,disk_76797,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170711,1
227,disk_30546,A,1,89.0,78.0,1.0,100.0,100.0,26.0,97.0,97.0,0.0,0.0,20170711,1
228,disk_7060,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170730,0
229,disk_121839,A,2,100.0,91.0,100.0,100.0,100.0,30.0,100.0,100.0,100.0,100.0,20170724,1
230,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170709,1
231,disk_70736,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170723,0
232,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170717,1
233,disk_52868,A,1,100.0,72.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170728,1
234,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170720,1
235,disk_69295,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170710,0
236,disk_70300,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170730,0
237,disk_69260,A,1,100.0,81.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170713,0
238,disk_69856,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170715,0
239,disk_69921,A,1,100.0,89.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170727,0
240,disk_69347,A,1,100.0,80.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170727,0
241,disk_70014,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170727,0
242,disk_69349,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170728,0
243,disk_70837,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170719,0
244,disk_69622,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170730,0
245,disk_6941,A,1,100.0,88.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170727,0
246,disk_140979,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170717,1
247,disk_69369,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170716,0
248,disk_70721,A,1,100.0,82.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170717,0
249,disk_64274,A,1,100.0,79.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170710,1
250,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170710,1
251,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170718,1
252,disk_69439,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170727,0
253,disk_69461,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170710,0
254,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170729,1
255,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170721,1
256,disk_69532,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170719,0
257,disk_70238,A,1,100.0,83.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170720,0
258,disk_69491,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170726,0
259,disk_70014,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170709,0
260,disk_70423,A,1,100.0,81.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170711,0
261,disk_70504,A,1,100.0,84.0,100.0,100.0,100.0,25.0,100.0,100.0,0.0,0.0,20170711,0
262,disk_69867,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170712,0
263,disk_69590,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170714,0
264,disk_69747,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170720,0
265,disk_146958,A,1,100.0,80.0,100.0,75.0,100.0,20.0,93.0,93.0,0.0,0.0,20170713,1
266,disk_19504,A,1,100.0,96.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170716,1
267,disk_69389,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170714,0
268,disk_69499,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170730,0
269,disk_6922,A,1,100.0,88.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170709,0
270,disk_19504,A,1,97.0,96.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170722,1
271,disk_70841,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170723,0
272,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170711,1
273,disk_70615,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170731,0
274,disk_70205,A,1,100.0,80.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170728,0
275,disk_70012,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,0
276,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170716,1
277,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170726,1
278,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170725,1
279,disk_69279,A,1,100.0,87.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170711,0
280,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170725,1
281,disk_695,A,1,100.0,88.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170728,0
282,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170713,1
283,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170712,1
284,disk_37623,A,1,100.0,70.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170724,1
285,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170712,1
286,disk_118319,A,1,100.0,70.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170710,1
287,disk_70509,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170713,0
288,disk_70829,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170714,0
289,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170723,1
290,disk_70535,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170722,0
291,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170718,1
292,disk_70486,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170727,0
293,disk_70556,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170709,0
294,disk_70703,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170725,0
295,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170712,1
296,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170712,1
297,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170725,1
298,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170716,1
299,disk_60889,A,2,100.0,100.0,100.0,100.0,100.0,32.0,100.0,100.0,100.0,100.0,20170716,1
300,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170723,1
301,disk_69712,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170723,0
302,disk_70325,A,1,100.0,80.0,100.0,100.0,100.0,39.0,100.0,100.0,0.0,0.0,20170719,0
303,disk_49001,A,2,100.0,89.0,100.0,100.0,96.0,25.0,100.0,100.0,100.0,100.0,20170710,1
304,disk_140979,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170714,1
305,disk_89624,A,1,100.0,92.0,97.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170716,1
306,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170722,1
307,disk_148265,A,1,100.0,84.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170713,1
308,disk_70698,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170719,0
309,disk_70407,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170713,0
310,disk_69408,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170716,0
311,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170715,1
312,disk_69585,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170715,0
313,disk_70073,A,1,100.0,85.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170714,0
314,disk_69513,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170727,0
315,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170719,1
316,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170717,1
317,disk_70119,A,1,100.0,84.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170730,0
318,disk_142501,A,1,44.0,80.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170709,1
319,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170717,1
320,disk_69649,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170714,0
321,disk_136557,A,1,100.0,78.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170711,1
322,disk_70559,A,1,100.0,84.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170711,0
323,disk_70360,A,1,100.0,81.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170711,0
324,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170712,1
325,disk_146958,A,1,100.0,81.0,100.0,100.0,100.0,24.0,94.0,94.0,0.0,0.0,20170709,1
326,disk_70590,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170710,0
327,disk_69319,A,1,100.0,81.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170727,0
328,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,100.0,20170710,1
329,disk_7041,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170716,0
330,disk_70208,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170727,0
331,disk_706,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170729,0
332,disk_136557,A,1,100.0,78.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170721,1
333,disk_70671,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170724,0
334,disk_70167,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170728,0
335,disk_24760,A,1,100.0,69.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170714,1
336,disk_70484,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170731,0
337,disk_118319,A,1,100.0,70.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170711,1
338,disk_136557,A,1,100.0,78.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170715,1
339,disk_118621,A,2,100.0,89.0,100.0,100.0,100.0,29.0,100.0,100.0,100.0,100.0,20170712,1
340,disk_6978,A,1,100.0,88.0,100.0,100.0,99.0,29.0,100.0,100.0,0.0,0.0,20170731,0
341,disk_43271,A,1,100.0,74.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170716,1
342,disk_70292,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170724,0
343,disk_69871,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170713,0
344,disk_70643,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170710,0
345,disk_70071,A,1,100.0,85.0,100.0,100.0,100.0,25.0,100.0,100.0,0.0,0.0,20170717,0
346,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170711,1
347,disk_69422,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170715,0
348,disk_70185,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170722,0
349,disk_69533,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170718,0
350,disk_60889,A,2,100.0,100.0,100.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170720,1
351,disk_37623,A,1,100.0,70.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170725,1
352,disk_13117,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,1
353,disk_70776,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170714,0
354,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170713,1
355,disk_70229,A,1,100.0,83.0,100.0,100.0,100.0,36.0,100.0,100.0,0.0,0.0,20170716,0
356,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170718,1
357,disk_121839,A,2,100.0,91.0,100.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170719,1
358,disk_43271,A,1,100.0,75.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170712,1
359,disk_69605,A,1,100.0,82.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170728,0
360,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170718,1
361,disk_70203,A,1,100.0,82.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170729,0
362,disk_69594,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170730,0
363,disk_69507,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170722,0
364,disk_69388,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170723,0
365,disk_69746,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170714,0
366,disk_70403,A,1,100.0,86.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170718,0
367,disk_69655,A,1,100.0,85.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170718,0
368,disk_43271,A,1,100.0,74.0,99.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170717,1
369,disk_110667,A,1,100.0,70.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170715,1
370,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170710,1
371,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170720,1
372,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170715,1
373,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170726,1
374,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170729,1
375,disk_70302,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170719,0
376,disk_70429,A,1,100.0,84.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170711,0
377,disk_118621,A,2,100.0,89.0,100.0,100.0,100.0,30.0,100.0,100.0,100.0,100.0,20170714,1
378,disk_7065,A,1,100.0,88.0,100.0,100.0,99.0,28.0,100.0,100.0,0.0,0.0,20170721,0
379,disk_118621,A,2,100.0,89.0,100.0,100.0,100.0,29.0,100.0,100.0,100.0,100.0,20170711,1
380,disk_43271,A,1,100.0,75.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170715,1
381,disk_69426,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170714,0
382,disk_49001,A,2,100.0,89.0,100.0,100.0,96.0,24.0,100.0,100.0,100.0,100.0,20170719,1
383,disk_70562,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170723,0
384,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170713,1
385,disk_148265,A,1,100.0,85.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170711,1
386,disk_69469,A,1,100.0,82.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170722,0
387,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170715,1
388,disk_69588,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170713,0
389,disk_70596,A,1,100.0,82.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170727,0
390,disk_70771,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170729,0
391,disk_104879,A,1,100.0,79.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,1
392,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170720,1
393,disk_30546,A,1,89.0,78.0,1.0,100.0,100.0,25.0,97.0,97.0,0.0,0.0,20170714,1
394,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170722,1
395,disk_43271,A,1,100.0,75.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170713,1
396,disk_69923,A,1,100.0,83.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170719,0
397,disk_69868,A,1,100.0,79.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170719,0
398,disk_140979,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170720,1
399,disk_121839,A,2,100.0,91.0,100.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170722,1
400,disk_146958,A,1,100.0,81.0,100.0,100.0,100.0,24.0,94.0,94.0,0.0,0.0,20170710,1
401,disk_11565,A,1,100.0,89.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170709,1
402,disk_70862,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170716,0
403,disk_142751,A,1,33.0,81.0,74.0,100.0,100.0,29.0,98.0,98.0,0.0,0.0,20170710,1
404,disk_69750,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170713,0
405,disk_24760,A,1,100.0,69.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170711,1
